ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Bolivia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Encuesta de Hogares,2015,10.47,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Encuesta de Hogares,2019,9.68,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HIES - Encuesta de Hogares,2020,8.77,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2012,13.07,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2013,12.64,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2014,12.83,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2015,12.55,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2016,11.44,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2017,11.51,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2018,11.46,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2019,11.4,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2020,11.41,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Pesquisa Nacional por Amostra de Domicílios,2011,12.65,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,6.94,,,
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,6.68,,,
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,6.69,,,
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,7.18,,,
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,7.68,,,
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,7.65,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,7.05,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,6.78,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,6.17,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,5.95,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,3.68,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Brunei Darussalam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,3.83,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,4.03,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,4.3,,,Repository: ILO-STATISTICS - Micro data processing
Bhutan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey Report,2010,3.88,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
Bhutan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey Report,2011,5.22,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
Bhutan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey Report,2012,5.02,,,"Data reference period: March | Geographical coverage: Total national, excluding overseas territories"
Bhutan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey Report,2013,6.15,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
Bhutan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey Report,2014,7.03,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
Bhutan,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey Report,2015,6.48,,,"Data reference period: November | Geographical coverage: Total national, excluding overseas territories"
Botswana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Botswana Core Welfare Indicators (Poverty) Survey,2010,2.48,,,
Botswana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Multi-Topic Household Survey,2019,7.36,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Botswana,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),HS - Multi-Topic Household Survey,2020,6.89,,,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2010,10.08,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2011,10,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2012,10.02,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2013,9.74,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2014,9.61,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2015,9.54,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2016,9.37,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2017,9.36,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2018,9.26,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2019,9.09,,,Repository: ILO-STATISTICS - Micro data processing
Canada,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Labour Force Survey,2020,9.18,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2010,13.9,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2011,13.64,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2012,13.15,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2013,13.29,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2014,13.1,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2015,12.59,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2016,12.48,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2017,12.41,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2018,12.4,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2019,12.56,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - EU Labour Force Survey,2020,12.31,,,Repository: Eurostat special tabulation
Chile,SDG indicator 9.2.2 - Manufacturing employment as a proportion of total employment (%),LFS - Encuesta Nacional de Empleo,2010,11.26,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers
